State,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Haryana,11.970833672417534,11.899999618530273,10.5,13.800000190734863,0.7593742317330333
Haryana,11.043750339084202,11.100000381469727,9.699999809265137,12.899999618530273,0.7549575604599067
Haryana,10.602082994249132,10.5,9.600000381469727,12.199999809265137,0.524069120533157
Haryana,10.465277777777779,10.5,9.399999618530273,12.0,0.43226142543476076
Haryana,10.553471883138021,10.600000381469727,9.600000381469727,11.399999618530273,0.4169854087412404
Haryana,10.554167005750868,10.5,9.800000190734863,11.899999618530273,0.38131260132129036
Haryana,11.049306233723959,10.949999809265137,10.199999809265137,12.899999618530273,0.5208162119193476
Haryana,11.081249660915798,10.850000381469727,10.100000381469727,22.100000381469727,1.2020797077815994
Haryana,10.98662040602993,10.899999618530273,10.199999809265137,12.0,0.36487095740037423
Haryana,11.96875,11.699999809265137,10.399999618530273,15.399999618530273,0.9381918816785171
Haryana,13.422916836208767,13.199999809265137,11.399999618530273,20.5,1.3939212890578954
Haryana,13.48695705247962,13.399999618530273,12.300000190734863,15.0,0.7580320433181175
Haryana,13.860000610351562,13.899999618530273,13.5,14.300000190734863,0.28705398062622334
Haryana,13.899999618530273,13.899999618530273,13.899999618530273,13.899999618530273,0.0
Haryana,10.955882352941176,10.899999618530273,10.199999809265137,13.0,0.4697879344734097
Haryana,10.239552967583956,10.399999618530273,8.300000190734863,11.0,0.5906003417023441
Haryana,10.353571428571428,10.5,8.300000190734863,11.600000381469727,0.7297172058898144
Haryana,10.512500339084202,10.600000381469727,8.899999618530273,11.899999618530273,0.6082620000550961
Haryana,9.893750508626303,9.800000190734863,9.0,11.0,0.4566208638716763
Haryana,10.504861619737413,10.5,9.199999809265137,11.899999618530273,0.5687864576094273
Haryana,11.094405594405595,11.100000381469727,10.199999809265137,12.300000190734863,0.42685652081594194
Haryana,11.198611789279514,11.199999809265137,9.300000190734863,12.899999618530273,0.6121440272504635
Haryana,11.40625,11.5,9.199999809265137,13.199999809265137,0.7943567604008464
Haryana,10.008730933779763,10.25,7.5,12.5,1.1121279144671297
Haryana,10.98472171359592,10.850000381469727,9.899999618530273,12.800000190734863,0.6872165553234376
Haryana,10.720138549804688,10.600000381469727,9.5,12.100000381469727,0.4747192061499392
Haryana,10.215972052680122,10.100000381469727,9.300000190734863,12.5,0.6250181279335768
Haryana,10.474305894639757,10.5,9.699999809265137,11.399999618530273,0.36281051744434023
Haryana,10.453147194602273,10.5,9.5,11.399999618530273,0.40240611627267664
Haryana,10.463194105360243,10.449999809265137,9.399999618530273,11.5,0.3929494367815814
Haryana,10.539582994249132,10.5,9.800000190734863,11.600000381469727,0.3412026885271624
Haryana,11.190972222222221,11.100000381469727,10.300000190734863,12.699999809265137,0.4097616591956918
Haryana,11.422222561306423,11.399999618530273,10.699999809265137,13.399999618530273,0.4246640010602939
Haryana,13.56666734483507,13.699999809265137,11.100000381469727,16.5,1.4764823042891533
Haryana,14.26337959397007,14.100000381469727,12.800000190734863,16.200000762939453,0.823380123685832
Haryana,14.142352653952205,14.0,13.300000190734863,15.199999809265137,0.49713917091293797
Haryana,14.757142857142858,14.899999618530273,13.5,16.399999618530273,0.6319067209015462
Haryana,15.540000697544643,15.600000381469727,14.0,17.299999237060547,0.6538676992301536
Haryana,10.930611746651786,10.899999618530273,10.5,11.399999618530273,0.24595006447317297
Haryana,10.411805894639757,10.399999618530273,8.800000190734863,12.0,0.6675511664557577
Haryana,9.295833163791233,9.199999809265137,8.5,10.899999618530273,0.5087941951199538
Haryana,10.087499830457899,10.100000381469727,8.800000190734863,11.5,0.6725650236902725
Haryana,10.712499830457899,10.699999809265137,9.0,12.300000190734863,0.598711001399973
Haryana,11.231945461697048,11.199999809265137,9.300000190734863,13.199999809265137,0.720498744803538
